시군구,행정동,어린이집_가중치,학급당학생수_가중치,가중치_합산
성남시 분당구,수내2동,0.000995951,0.050371021,0.051366972000000004
성남시 분당구,수내3동,0.003153846,0.0526,0.055753846
남양주시,수동면,0.005788235,0.017534775,0.023323009999999998
은평구,수색동,0.002094607,0.033252994,0.035347601
강남구,수서동,0.004513761,0.030180685,0.034694446
강북구,수유1동,0.005037543,0.032715225,0.037752768
강북구,수유2동,0.005892216,0.0,0.005892216
강북구,수유3동,0.003671642,0.036524581,0.040196223
성남시 수정구,수진1동,0.002645161,0.0,0.002645161
성남시 수정구,수진2동,0.003416667,0.038449016,0.041865683
구리시,수택1동,0.003362187,0.034583235,0.037945422
구리시,수택2동,0.004975281,0.0,0.004975281
구리시,수택3동,0.003671642,0.035870089,0.039541731000000004
미추홀구,숭의1.3동,0.001389831,0.0,0.001389831
미추홀구,숭의2동,0.003170103,0.0,0.003170103
미추홀구,숭의4동,0.003194805,0.038628923,0.041823728000000004
종로구,숭인1동,0.005347826,0.0,0.005347826
종로구,숭인2동,0.003464789,0.0,0.003464789
금천구,시흥1동,0.006277512,0.029946851,0.036224363
금천구,시흥2동,0.005154286,0.03535772,0.040512006
금천구,시흥3동,0.003416667,0.035014821,0.038431488
금천구,시흥4동,0.007211726,0.032753021,0.039964747
금천구,시흥5동,0.00579798,0.020052711,0.025850691000000002
성남시 수정구,시흥동,0.021525,0.0,0.021525
고양시 일산동구,식사동,0.002943904,0.04666616,0.049610063999999995
용인시 기흥구,신갈동,0.003831776,0.04420736,0.048039136
영등포구,신길1동,0.004459215,0.033372498,0.037831713
영등포구,신길3동,0.002020534,0.026255992,0.028276526
영등포구,신길4동,0.003534483,0.021270197,0.024804680000000003
영등포구,신길5동,0.002419672,0.036085801,0.038505473
영등포구,신길6동,0.004518367,0.026104333,0.0306227
영등포구,신길7동,0.002597677,0.037208196,0.039805873
중랑구,신내1동,0.005596439,0.030616193,0.036212632
중랑구,신내2동,0.007515275,0.034730963,0.042246238
중구,신당5동,0.003181034,0.02694583,0.030126864
중구,신당동,0.002342857,0.024051317,0.026394174
동작구,신대방1동,0.0041,0.033738239,0.037838239
동작구,신대방2동,0.005035088,0.035146735,0.040181823
구로구,신도림동,0.004038304,0.040298005,0.044336309
관악구,신림동,0.00205,0.0,0.00205
용인시 수지구,신봉동,0.00366643,0.045540757,0.049207187
은평구,신사1동,0.003267552,0.037598833,0.040866385
은평구,신사2동,0.003809735,0.031769434,0.035579169
강남구,신사동,0.001822222,0.031905295,0.033727517
관악구,신사동,0.006648649,0.029285049,0.035933698
동대문구,신설동,0.002821101,0.033554589,0.03637569
마포구,신수동,0.002791489,0.034896417,0.037687906
관악구,신원동,0.00638961,0.02866911,0.03505872
양천구,신월1동,0.005655172,0.0,0.005655172
양천구,신월2동,0.006029412,0.034660437,0.040689849
양천구,신월3동,0.005519231,0.029524614,0.035043845000000004
양천구,신월4동,0.004296943,0.031663589,0.035960531999999996
양천구,신월5동,0.00799278,0.034964357,0.042957137
양천구,신월6동,0.002418539,0.0365022,0.038920738999999996
양천구,신월7동,0.005780679,0.034131928,0.039912607
하남시,신장1동,0.005507463,0.0,0.005507463
하남시,신장2동,0.004467312,0.042746599,0.047213911000000004
양천구,신정1동,0.0035,0.040576179,0.044076179
양천구,신정2동,0.002447761,0.04194289,0.044390650999999996
양천구,신정3동,0.004502196,0.03168288,0.036185076
양천구,신정4동,0.005947253,0.027043136,0.032990388999999995
양천구,신정6동,0.003032357,0.048416305,0.051448662
양천구,신정7동,0.004491573,0.036599181,0.041090754
안양시 동안구,신촌동,0.004859259,0.048570318,0.053429577
성남시 수정구,신촌동,0.0,0.048570318,0.048570318
중구,신포동,0.012947368,0.038244073,0.051191441000000004
서구,신현원창동,0.004719424,0.046968297,0.051687721
성남시 수정구,신흥1동,0.002,0.0,0.002
성남시 수정구,신흥2동,0.001925887,0.041302615,0.043228502
성남시 수정구,신흥3동,0.003464789,0.0,0.003464789
중구,신흥동,0.003106061,0.038458751,0.041564812
부천시 오정구,신흥동,0.007546012,0.034071101,0.041617113
부천시 원미구,심곡1동,0.00212987,0.0,0.00212987
부천시 원미구,심곡2동,0.002062893,0.036271531,0.038334424000000006
부천시 원미구,심곡3동,0.008891566,0.038528559,0.047420124999999994
부천시 소사구,심곡본1동,0.004659091,0.032271521,0.036930611999999995
부천시 소사구,심곡본동,0.007851064,0.033828075,0.041679139
부평구,십정1동,0.002154745,0.03138162,0.033536365
부평구,십정2동,0.005089655,0.037556196,0.042645851
도봉구,쌍문1동,0.004519685,0.030695182,0.035214867000000004
도봉구,쌍문2동,0.004715655,0.036903728,0.041619382999999996
도봉구,쌍문3동,0.003215686,0.034886346,0.038102032
도봉구,쌍문4동,0.00572093,0.04365371,0.04937464
서구,아라1동,0.002390412,0.045697647,0.048088059
서구,아라2동,0.002997479,0.047359689,0.050357168
마포구,아현동,0.002917603,0.034886346,0.037803948999999996
성북구,안암동,0.00810989,0.025436761,0.033546651
안양시 만안구,안양1동,0.003763934,0.040316284,0.044080218000000004
안양시 만안구,안양2동,0.003131542,0.038301443,0.041432985
안양시 만안구,안양3동,0.003617647,0.035332717,0.038950364
안양시 만안구,안양4동,0.012,0.0,0.012
안양시 만안구,안양5동,0.002481268,0.043585172,0.04606644
안양시 만안구,안양6동,0.00242963,0.048897365,0.051326995
안양시 만안구,안양7동,0.003412358,0.044128043,0.047540400999999996
안양시 만안구,안양8동,0.006897196,0.03833888,0.045236076
안양시 만안구,안양9동,0.002806084,0.035975497,0.038781581
강동구,암사1동,0.004472727,0.031690445,0.036163172
강동구,암사2동,0.004428805,0.030022527,0.034451332
강동구,암사3동,0.003158909,0.044261483,0.047420392
강남구,압구정동,0.001195626,0.036935818,0.038131444
성남시 분당구,야탑1동,0.004456522,0.048285391,0.052741912999999994
성남시 분당구,야탑2동,0.003548077,0.041666885,0.045214962
성남시 분당구,야탑3동,0.003430279,0.036337638,0.039767917
부천시 원미구,약대동,0.005655172,0.038444497,0.044099669
중구,약수동,0.003887133,0.0,0.003887133
서초구,양재1동,0.004078372,0.032861556,0.036939928
서초구,양재2동,0.003866405,0.033372498,0.037238903000000004
남양주시,양정동,0.006307692,0.0,0.006307692
성남시 수정구,양지동,0.007235294,0.034142231,0.041377525
용인시 처인구,양지읍,0.004268139,0.038220331,0.04248847
김포시,양촌읍,0.00699382,0.038558388,0.045552208
영등포구,양평1동,0.003314371,0.030671757,0.033986128000000004
영등포구,양평2동,0.004462585,0.030229462,0.034692047
영등포구,여의동,0.005875796,0.034079903,0.039955699000000004
부천시 원미구,역곡1동,0.005020408,0.04223963,0.047260038
부천시 원미구,역곡2동,0.006547529,0.037912102,0.044459631
부천시 소사구,역곡3동,0.003037037,0.038447446,0.041484483
용인시 처인구,역북동,0.004312879,0.042073187,0.046386066
강남구,역삼1동,0.005782051,0.02786737,0.033649421
강남구,역삼2동,0.00438633,0.049926953,0.054313283000000004
은평구,역촌동,0.003839465,0.033355536,0.037195001
마포구,연남동,0.002226244,0.036256018,0.038482262
연수구,연수1동,0.008785714,0.026737239,0.035522952999999996
연수구,연수2동,0.005668203,0.048889261,0.054557464
연수구,연수3동,0.006943548,0.031120107,0.038063655
중구,연안동,0.003904762,0.019467616,0.023372378
옹진군,연평면,0.007028571,0.00623962,0.013268191
서구,연희동,0.005513793,0.035279548,0.040793341000000004
서대문구,연희동,0.004084871,0.032249346,0.036334217
마포구,염리동,0.00301049,0.039928462,0.042938951999999996
강서구,염창동,0.003619776,0.035592509,0.039212285
용인시 기흥구,영덕1동,0.004109339,0.045205056,0.049314395
용인시 기흥구,영덕2동,0.004151899,0.041919072,0.046070971
영등포구,영등포동,0.003269103,0.026953969,0.030223072
영등포구,영등포본동,0.004268139,0.033445057,0.037713196
중구,영종1동,0.00362765,0.046977142,0.050604792
중구,영종2동,0.002403085,0.048406975,0.05081006
중구,영종동,0.003369863,0.048808435,0.052178298
옹진군,영흥면,0.005020408,0.029179401,0.034199809
송파구,오금동,0.003688847,0.03468819,0.038377037
남양주시,오남읍,0.00550925,0.041314247,0.046823497
구로구,오류1동,0.003836257,0.03128297,0.035119227
구로구,오류2동,0.004984505,0.032365386,0.037349891
서구,오류왕길동,0.004988593,0.036368073,0.041356666
송파구,오륜동,0.000538293,0.036383232,0.036921525000000004
부천시 오정구,오정동,0.007398496,0.041526782,0.048925277999999996
부천시 소사구,옥길동,0.003346939,0.046477609,0.049824548
연수구,옥련1동,0.007409639,0.035711427,0.043121066
연수구,옥련2동,0.00457868,0.042504725,0.047083405
성동구,옥수동,0.002435644,0.032358223,0.034793867
남양주시,와부읍,0.005095714,0.041128827,0.046224541
성동구,왕십리2동,0.003823834,0.026552716,0.030376550000000002
성동구,왕십리도선동,0.003317427,0.031381597,0.034699023999999995
마포구,용강동,0.003086575,0.036950577,0.040037152
성동구,용답동,0.005616438,0.02081364,0.026430078000000003
동대문구,용두동,0.003770115,0.0,0.003770115
용산구,용문동,0.004432432,0.0,0.004432432
용산구,용산2가동,0.004032787,0.028314223,0.03234701
미추홀구,용현1.4동,0.003324324,0.032624301,0.035948625
미추홀구,용현2동,0.003411679,0.0,0.003411679
미추홀구,용현3동,0.005927711,0.0,0.005927711
미추홀구,용현5동,0.004641509,0.047669488,0.052310997000000005
강북구,우이동,0.004513761,0.03558461,0.040098371
강서구,우장산동,0.003223587,0.035220131,0.038443718
중구,운서1동,0.010564417,0.039309609,0.049874026
중구,운서2동,0.002292943,0.042029141,0.044322084
김포시,운양동,0.004394978,0.048798171,0.053193149
성남시 분당구,운중동,0.001798538,0.04565546,0.047453998000000004
서구,원당동,0.006280851,0.045529101,0.051809952
부천시 원미구,원미1동,0.005020408,0.038056584,0.043076991999999995
부천시 원미구,원미2동,0.00603681,0.0,0.00603681
용인시 처인구,원삼면,0.003236842,0.020104451,0.023341293
고양시 덕양구,원신동,0.00348366,0.047764785,0.051248445
부천시 오정구,원종1동,0.001860817,0.033088743,0.03494956
부천시 오정구,원종2동,0.011369748,0.036903354,0.048273102
용산구,원효로1동,0.003242175,0.023480088,0.026722263
용산구,원효로2동,0.003784615,0.026184902,0.029969517
노원구,월계1동,0.006352113,0.028601969,0.034954082000000004
노원구,월계2동,0.005046154,0.028960667,0.034006821
노원구,월계3동,0.005330444,0.029875829,0.035206272999999996
성북구,월곡1동,0.003962416,0.031767177,0.035729593000000004
성북구,월곡2동,0.004484375,0.037215171,0.041699546
김포시,월곶면,0.006473684,0.020805422,0.027279106
송파구,위례동,0.002700227,0.038595115,0.041295342
성남시 수정구,위례동,0.002856479,0.046577725,0.049434204
하남시,위례동,0.00287,0.046577725,0.049447725
용인시 처인구,유림1동,0.002148472,0.039480047,0.041628518999999996
용인시 처인구,유림2동,0.002255846,0.045378364,0.047634209999999996
관악구,은천동,0.004744807,0.030194165,0.034938972
성남시 중원구,은행1동,0.004146067,0.034267754,0.038413821
성남시 중원구,은행2동,0.005271429,0.036361476,0.041632905
중구,을지로동,0.007608247,0.0,0.007608247
성동구,응봉동,0.003075,0.036390299,0.039465299
은평구,응암1동,0.003027692,0.036843953,0.039871645
은평구,응암2동,0.003342926,0.034566669,0.037909595000000004
은평구,응암3동,0.00312381,0.039799318,0.042923128
용인시 처인구,이동읍,0.00679558,0.037101224,0.043896804000000005
성남시 분당구,이매1동,0.003233297,0.049485912,0.052719209
성남시 분당구,이매2동,0.003333333,0.046667102,0.050000435
동대문구,이문1동,0.001979517,0.0,0.001979517
동대문구,이문2동,0.005347826,0.028966448,0.034314274
용산구,이촌1동,0.001748223,0.034446519,0.036194742
용산구,이촌2동,0.003464789,0.0,0.003464789
용산구,이태원1동,0.006589286,0.0,0.006589286
용산구,이태원2동,0.004700637,0.020706214,0.025406851
종로구,이화동,0.009584416,0.029198179,0.038782595
안양시 동안구,인덕원동,0.002940239,0.039206662,0.042146901
강북구,인수동,0.002510204,0.032087451,0.034597655000000005
구리시,인창동,0.004730769,0.032548927,0.037279696
관악구,인헌동,0.004353982,0.039241807,0.043595788999999996
고양시 일산서구,일산1동,0.006074074,0.040451318,0.046525392
고양시 일산서구,일산2동,0.004294264,0.028295374,0.032589638000000004
고양시 일산서구,일산3동,0.003455939,0.044836491,0.04829243
부평구,일신동,0.004887417,0.033271266,0.038158683
강남구,일원1동,0.005252669,0.022492159,0.027744828
강남구,일원본동,0.002236364,0.041777109,0.044013473
광명시,일직동,0.001971944,0.046145145,0.048117089
광진구,자양1동,0.00384375,0.035637698,0.039481448
광진구,자양2동,0.002479839,0.032957252,0.035437091
광진구,자양3동,0.003198267,0.033355536,0.036553802999999996
광진구,자양4동,0.004969697,0.036121736,0.041091433000000004
옹진군,자월면,0.0246,0.003743772,0.028343772
계양구,작전1동,0.005569811,0.037668108,0.043237919
계양구,작전2동,0.00180661,0.036314591,0.038121201
계양구,작전서운동,0.004330033,0.046167013,0.050497046
송파구,잠실2동,0.002221675,0.044413077,0.046634752
송파구,잠실3동,0.002082785,0.036210754,0.038293539
송파구,잠실4동,0.002610487,0.034440531,0.037051018000000005
송파구,잠실6동,0.004974265,0.046163818,0.051138083
송파구,잠실본동,0.001696552,0.030055713,0.031752265
서초구,잠원동,0.00179562,0.041026546,0.042822165999999995
김포시,장기동,0.004461538,0.05044826,0.054909798
김포시,장기본동,0.005040189,0.050017502,0.055057691
남동구,장수서창동,0.003915119,0.04966953,0.053584649000000005
동대문구,장안1동,0.005788235,0.034101674,0.039889909
동대문구,장안2동,0.003642857,0.039944284,0.043587140999999996
성북구,장위1동,0.002468227,0.035910722,0.038378948999999996
성북구,장위2동,0.003801325,0.021863477,0.025664802
성북구,장위3동,0.003198267,0.037424834,0.040623100999999995
송파구,장지동,0.003690923,0.032553683,0.036244606
중구,장충동,0.009283019,0.01906798,0.028350999
고양시 일산동구,장항1동,0.002102564,0.036062731,0.038165295
고양시 일산동구,장항2동,0.003106061,0.041478746,0.044584807
동대문구,전농1동,0.003290123,0.037706258,0.040996381
동대문구,전농2동,0.005915832,0.034342505,0.040258337000000005
성북구,정릉1동,0.005001848,0.0,0.005001848
성북구,정릉2동,0.002612389,0.030535624,0.033148013000000004
성북구,정릉3동,0.002423645,0.034093378,0.036517023
성북구,정릉4동,0.004377224,0.030926073,0.035303297
고양시 일산동구,정발산동,0.004181303,0.039761473,0.043942775999999996
성남시 분당구,정자1동,0.001806167,0.049845778,0.051651945
성남시 분당구,정자2동,0.00263807,0.024041821,0.026679891
성남시 분당구,정자3동,0.004581006,0.040575196,0.045156202
성남시 분당구,정자동,0.003575581,0.048652679,0.05222826
동대문구,제기동,0.006134663,0.028365378,0.034500041
남양주시,조안면,0.006648649,0.019603331,0.02625198
관악구,조원동,0.002981818,0.027027213,0.030009031000000002
종로구,종로1.2.3.4가동,0.030066667,0.028720453,0.05878712
종로구,종로5.6가동,0.016677966,0.020576065,0.037254031
성북구,종암동,0.003976293,0.033593406,0.037569699
고양시 덕양구,주교동,0.007235294,0.032861897,0.040097191000000004
미추홀구,주안1동,0.001108108,0.0,0.001108108
미추홀구,주안2동,0.001897172,0.039674855,0.041572027000000004
미추홀구,주안3동,0.00212987,0.0,0.00212987
미추홀구,주안4동,0.002840647,0.0,0.002840647
미추홀구,주안5동,0.004241379,0.02946186,0.033703238999999996
미추홀구,주안6동,0.004767442,0.039653863,0.044421304999999994
미추홀구,주안7동,0.007370787,0.032664413,0.04003520000000001
미추홀구,주안8동,0.007053763,0.038326868,0.045380631
고양시 일산서구,주엽1동,0.004706087,0.041708179,0.046414265999999996
고양시 일산서구,주엽2동,0.006745161,0.046750374,0.053495535
용인시 수지구,죽전1동,0.00341302,0.044194243,0.047607263000000004
용인시 수지구,죽전2동,0.004899004,0.041808991,0.046707994999999995
용인시 수지구,죽전3동,0.003617647,0.043372613,0.04699026
부천시 원미구,중1동,0.003745192,0.044008757,0.047753949000000004
부천시 원미구,중2동,0.004013986,0.043115183,0.047129169
부천시 원미구,중3동,0.005028302,0.042339714,0.047368016
부천시 원미구,중4동,0.005285156,0.036286897,0.041572053
노원구,중계1동,0.004032787,0.040097429,0.044130216
노원구,중계2.3동,0.005606838,0.037061707,0.042668545
노원구,중계4동,0.003133758,0.038894835,0.042028593
노원구,중계본동,0.002096591,0.033062035,0.035158626
광진구,중곡1동,0.002795455,0.0,0.002795455
광진구,중곡2동,0.008395904,0.031403145,0.039799049
광진구,중곡3동,0.00572093,0.025678097,0.031399027
광진구,중곡4동,0.004205128,0.040312734,0.044517862000000005
부천시 원미구,중동,0.005277228,0.041991597,0.047268825
중구,중림동,0.00245509,0.026824714,0.029279804
고양시 일산동구,중산1동,0.007365269,0.038784693,0.046149962
고양시 일산동구,중산2동,0.005386861,0.043151986,0.048538847
관악구,중앙동,0.003699248,0.024400875,0.028100122999999998
성남시 중원구,중앙동,0.002897906,0.042398539,0.045296445
용인시 처인구,중앙동,0.00401087,0.046881551,0.050892421
중랑구,중화1동,0.005548872,0.031455925,0.037004797000000006
중랑구,중화2동,0.002346582,0.0,0.002346582
은평구,증산동,0.004730769,0.03308524,0.037816009000000005
남양주시,진건읍,0.007657588,0.032345859,0.040003447
은평구,진관동,0.005675559,0.033349512,0.039025070999999995
남양주시,진접읍,0.004174428,0.042429851,0.046604279
도봉구,창1동,0.005030675,0.038607759,0.043638434
도봉구,창2동,0.004937956,0.031082644,0.0360206
도봉구,창3동,0.009409836,0.028360263,0.037770099
도봉구,창4동,0.00638961,0.033700038,0.040089648000000006
도봉구,창5동,0.003989189,0.027677796,0.031666985
고양시 덕양구,창릉동,0.001703601,0.037603874,0.039307475
종로구,창신1동,0.007569231,0.024085869,0.0316551
종로구,창신2동,0.006307692,0.0,0.006307692
종로구,창신3동,0.003369863,0.023955828,0.027325691
서대문구,천연동,0.003477032,0.031122626,0.034599658
하남시,천현동,0.012148148,0.015719652,0.027867799999999998
강동구,천호1동,0.005644359,0.0308219,0.036466259
강동구,천호2동,0.002903433,0.032529705,0.035433137999999996
강동구,천호3동,0.002673913,0.03313835,0.035812263
광명시,철산1동,0.005704348,0.046498467,0.052202815
광명시,철산2동,0.001266735,0.034960222,0.036226957
광명시,철산3동,0.00381551,0.046087162,0.049902672
광명시,철산4동,0.007393443,0.0,0.007393443
중구,청구동,0.002263804,0.03511694,0.037380744
강남구,청담동,0.002112883,0.03620669,0.038319573
서구,청라1동,0.004076369,0.048801031,0.052877400000000005
서구,청라2동,0.003247096,0.046973746,0.050220841999999995
서구,청라3동,0.003283502,0.04958296,0.052866462
동대문구,청량리동,0.007261993,0.028682538,0.035944531
관악구,청룡동,0.004315789,0.028523805,0.032839594
관악구,청림동,0.006139037,0.0,0.006139037
종로구,청운효자동,0.003936,0.031421882,0.035357882
부평구,청천1동,0.001093941,0.036681768,0.037775709
부평구,청천2동,0.005024867,0.036249795,0.041274662000000004
용산구,청파동,0.006833333,0.032454817,0.039288149999999994
연수구,청학동,0.005857143,0.03062793,0.036485073
하남시,초이동,0.007454545,0.0,0.007454545
부천시 원미구,춘의동,0.003552347,0.0,0.003552347
서대문구,충현동,0.004546201,0.034149577,0.038695778
안양시 만안구,충훈동,0.00778481,0.039864216,0.047649026
고양시 일산서구,탄현1동,0.005038554,0.040488653,0.045527207
고양시 일산서구,탄현2동,0.005080895,0.043768443,0.048849338
성남시 수정구,태평1동,0.008145695,0.044461957,0.052607652000000005
성남시 수정구,태평2동,0.006029412,0.0,0.006029412
성남시 수정구,태평3동,0.00638961,0.032279927,0.038669537000000004
성남시 수정구,태평4동,0.006881119,0.03486064,0.041741758999999996
김포시,통진읍,0.005300686,0.037191017,0.042491703
남양주시,퇴계원읍,0.004767442,0.038108248,0.042875689999999994
성남시 분당구,판교동,0.002175387,0.047166598,0.049341985
남양주시,평내동,0.004562903,0.042276876,0.046839779
안양시 동안구,평안동,0.005257593,0.048218141,0.053475734
종로구,평창동,0.001071895,0.0,0.001071895
안양시 동안구,평촌동,0.004219554,0.040591319,0.044810873
용인시 처인구,포곡읍,0.008301954,0.04163974,0.049941694
송파구,풍납1동,0.003936,0.024976368,0.028912368
송파구,풍납2동,0.00479844,0.031123143,0.035921583
용인시 수지구,풍덕천1동,0.004465347,0.04930152,0.053766867
용인시 수지구,풍덕천2동,0.003168618,0.04827955,0.051448167999999996
김포시,풍무동,0.004137128,0.046781618,0.050918746
고양시 일산동구,풍산동,0.004302662,0.041878315,0.046180977
중구,필동,0.002894118,0.045431923,0.048326041
노원구,하계1동,0.004719424,0.040186209,0.044905633
노원구,하계2동,0.004785992,0.035173102,0.039959094
성남시 중원구,하대원동,0.003664804,0.036233969,0.039898773
김포시,하성면,0.005927711,0.025218693,0.031146404
광명시,하안1동,0.005501597,0.045029063,0.050530660000000005
광명시,하안2동,0.006271955,0.032261247,0.038533202
광명시,하안3동,0.005561739,0.03775508,0.043316819000000006
광명시,하안4동,0.006289773,0.040723901,0.047013674
강화군,하점면,0.004032787,0.012284253,0.01631704
미추홀구,학익1동,0.00286205,0.042290761,0.045152811
미추홀구,학익2동,0.00572093,0.04261932,0.04834025
용산구,한강로동,0.003048327,0.032500266,0.035548593
용산구,한남동,0.002617021,0.024063253,0.026680274
마포구,합정동,0.005406593,0.035345238,0.040751831
구로구,항동,0.004174545,0.035170088,0.039344633000000004
성동구,행당1동,0.004278261,0.031153319,0.03543158
성동구,행당2동,0.003191038,0.037291904,0.040482942
고양시 덕양구,행신1동,0.004032787,0.030874219,0.034907006000000004
고양시 덕양구,행신2동,0.004521081,0.039535019,0.0440561
고양시 덕양구,행신3동,0.004572491,0.03737863,0.041951121
고양시 덕양구,행신4동,0.009879518,0.035322983,0.045202501000000006
관악구,행운동,0.004381679,0.029925602,0.034307281
고양시 덕양구,행주동,0.004392857,0.029346595,0.033739452
종로구,혜화동,0.003464789,0.027848825,0.031313614000000004
안양시 동안구,호계1동,0.002043189,0.0,0.002043189
안양시 동안구,호계2동,0.004149398,0.044990149,0.049139547
안양시 동안구,호계3동,0.003607038,0.043720282,0.04732732
남양주시,호평동,0.004364516,0.044794053,0.049158569
안양시 만안구,호현동,0.004874505,0.040753818,0.045628323
서대문구,홍은1동,0.003236842,0.031718715,0.034955557
서대문구,홍은2동,0.002865225,0.035918592,0.038783817
강서구,화곡1동,0.003667431,0.033166066,0.036833497
강서구,화곡2동,0.003942308,0.030616193,0.034558501
강서구,화곡3동,0.005605063,0.0,0.005605063
강서구,화곡4동,0.004472727,0.033239367,0.037712094
강서구,화곡6동,0.00309434,0.032039577,0.035133917
강서구,화곡8동,0.005290323,0.0,0.005290323
강서구,화곡본동,0.005213873,0.029209434,0.034423307
남양주시,화도읍,0.011582572,0.043865203,0.055447775
동구,화수1.화평동,0.021085714,0.0,0.021085714
동구,화수2동,0.009111111,0.035382318,0.044493429
광진구,화양동,0.00476129,0.032406613,0.037167903
고양시 덕양구,화전동,0.003033095,0.041256265,0.04428936
고양시 덕양구,화정1동,0.006139767,0.039004912,0.045144679
고양시 덕양구,화정2동,0.004037199,0.044456581,0.04849378
중구,황학동,0.004315789,0.0,0.004315789
동대문구,회기동,0.008367347,0.035859567,0.044226914000000006
중구,회현동,0.021797468,0.0,0.021797468
계양구,효성1동,0.003346939,0.038672913,0.042019852
계양구,효성2동,0.005499255,0.040272293,0.045771548
고양시 덕양구,효자동,0.001876907,0.04502683,0.046903736999999994
용산구,효창동,0.003989189,0.030455055,0.034444244
용산구,후암동,0.004212329,0.026824714,0.031037043
동대문구,휘경1동,0.00223298,0.0,0.00223298
동대문구,휘경2동,0.006693878,0.032729819,0.039423697
동작구,흑석동,0.003348457,0.034397734,0.037746191
고양시 덕양구,흥도동,0.003723954,0.044710389,0.048434343000000005
하남시,감북동,0.0,0.019418394,0.019418394
강화군,교동면,0.0,0.006296344,0.006296344
강화군,내가면,0.0,0.015242501,0.015242501
동작구,노량진2동,0.0,0.0,0.0
옹진군,대청면소청출장소,0.0,0.0,0.0
서초구,반포본동,0.0,0.040532368,0.040532368
옹진군,북도면장봉출장소,0.0,0.0,0.0
강화군,서도면,0.0,0.002339858,0.002339858
강화군,서도면볼음출장소,0.0,0.0,0.0
강화군,송해면,0.0,0.01347758,0.01347758
강화군,양도면,0.0,0.016736864,0.016736864
강화군,양사면,0.0,0.00772153,0.00772153
중구,용유동,0.0,0.016506632,0.016506632
중구,율목동,0.0,0.0,0.0
옹진군,자월면이작출장소,0.0,0.0,0.0
송파구,잠실7동,0.0,0.042209166,0.042209166
하남시,춘궁동,0.0,0.0,0.0
광명시,학온동,0.0,0.010832029,0.010832029
강화군,화도면,0.0,0.013273374,0.013273374
남양주시,화도읍남부출장소,0.0,0.0,0.0
남양주시,화도읍동부출장소,0.0,0.0,0.0
